S!UNNAMED_1_LTC2991_I162_ADR0!IC6!13!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_1p@mtca_interface_board_reocc.\02_ power\(sch_1):page1_i162@cnlinear.ltc2991(chips)!LTC2991CMS#PBF-VCC=MP3V3!!!F231!ADR0!!!!!!!!
S!UNNAMED_1_LTC2991_I162_ADR1!IC6!14!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_1p@mtca_interface_board_reocc.\02_ power\(sch_1):page1_i162@cnlinear.ltc2991(chips)!LTC2991CMS#PBF-VCC=MP3V3!!!F231!ADR1!!!!!!!!
S!UNNAMED_1_LTC2991_I162_ADR2!IC6!15!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_1p@mtca_interface_board_reocc.\02_ power\(sch_1):page1_i162@cnlinear.ltc2991(chips)!LTC2991CMS#PBF-VCC=MP3V3!!!F231!ADR2!!!!!!!!
S!!IC6!12!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_1p@mtca_interface_board_reocc.\02_ power\(sch_1):page1_i162@cnlinear.ltc2991(chips)!LTC2991CMS#PBF-VCC=MP3V3!!!F231!PWM!!!!!!!!
S!SENSE_I2C_SCL!IC6!11!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_1p@mtca_interface_board_reocc.\02_ power\(sch_1):page1_i162@cnlinear.ltc2991(chips)!LTC2991CMS#PBF-VCC=MP3V3!!!F231!SCL!!!!!!!!
S!SENSE_I2C_SDA!IC6!10!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_1p@mtca_interface_board_reocc.\02_ power\(sch_1):page1_i162@cnlinear.ltc2991(chips)!LTC2991CMS#PBF-VCC=MP3V3!!!F231!SDA!!!!!!!!
S!UNNAMED_1_LTC2991_I162_V1!IC6!1!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_1p@mtca_interface_board_reocc.\02_ power\(sch_1):page1_i162@cnlinear.ltc2991(chips)!LTC2991CMS#PBF-VCC=MP3V3!!!F231!V1!!!!!!!!
S!UNNAMED_1_LTC2991_I162_V2!IC6!2!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_1p@mtca_interface_board_reocc.\02_ power\(sch_1):page1_i162@cnlinear.ltc2991(chips)!LTC2991CMS#PBF-VCC=MP3V3!!!F231!V2!!!!!!!!
S!P2V5!IC6!3!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_1p@mtca_interface_board_reocc.\02_ power\(sch_1):page1_i162@cnlinear.ltc2991(chips)!LTC2991CMS#PBF-VCC=MP3V3!!!F231!V3!!!!!!!!
S!1V8_POST_RSHUNT!IC6!4!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_1p@mtca_interface_board_reocc.\02_ power\(sch_1):page1_i162@cnlinear.ltc2991(chips)!LTC2991CMS#PBF-VCC=MP3V3!!!F231!V4!!!!!!!!
S!VP1V8!IC6!5!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_1p@mtca_interface_board_reocc.\02_ power\(sch_1):page1_i162@cnlinear.ltc2991(chips)!LTC2991CMS#PBF-VCC=MP3V3!!!F231!V5!!!!!!!!
S!!IC6!6!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_1p@mtca_interface_board_reocc.\02_ power\(sch_1):page1_i162@cnlinear.ltc2991(chips)!LTC2991CMS#PBF-VCC=MP3V3!!!F231!V6!!!!!!!!
S!P2V5_MON_HIGH!IC6!7!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_1p@mtca_interface_board_reocc.\02_ power\(sch_1):page1_i162@cnlinear.ltc2991(chips)!LTC2991CMS#PBF-VCC=MP3V3!!!F231!V7!!!!!!!!
S!P2V5_MON_LOW!IC6!8!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_1p@mtca_interface_board_reocc.\02_ power\(sch_1):page1_i162@cnlinear.ltc2991(chips)!LTC2991CMS#PBF-VCC=MP3V3!!!F231!V8!!!!!!!!
S!!IC8!16!!854S01AKILF-VDD=VCC3V3!!!!!!!!!!!!
S!!IC8!7!!854S01AKILF-VDD=VCC3V3!!!!!!!!!!!!
S!VCC3V3!IC8!13!!854S01AKILF-VDD=VCC3V3!!!!!!!!!!!!
S!VCC3V3!IC8!8!!854S01AKILF-VDD=VCC3V3!!!!!!!!!!!!
S!GND!IC8!17!!854S01AKILF-VDD=VCC3V3!!!!!!!!!!!!
S!GND!IC8!15!!854S01AKILF-VDD=VCC3V3!!!!!!!!!!!!
S!GND!IC8!14!!854S01AKILF-VDD=VCC3V3!!!!!!!!!!!!
S!GND!IC8!12!!854S01AKILF-VDD=VCC3V3!!!!!!!!!!!!
S!GND!IC8!9!!854S01AKILF-VDD=VCC3V3!!!!!!!!!!!!
S!DIFF_CLK_SELECT!IC8!6!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page1_i802(1)@cninterface.\854s01i\(chips)!854S01AKILF-VDD=VCC3V3!2!2!F458!CLK_SEL!!!!!!!!
S!DIFF_CLK_SELECT!IC8!6!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page1_i802(0)@cninterface.\854s01i\(chips)!854S01AKILF-VDD=VCC3V3!2!2!F457!CLK_SEL!!!!!!!!
S!DCT_DAT2_N!IC8!4!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page1_i802(1)@cninterface.\854s01i\(chips)!854S01AKILF-VDD=VCC3V3!2!2!F458!NPCLK(1)!!!!!!!!
S!SFPTD2_N!IC8!10!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page1_i802(1)@cninterface.\854s01i\(chips)!854S01AKILF-VDD=VCC3V3!2!2!F458!NQ!!!!!!!!
S!SFPTD2_N!IC8!10!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page1_i802(0)@cninterface.\854s01i\(chips)!854S01AKILF-VDD=VCC3V3!2!2!F457!NQ!!!!!!!!
S!DCT_DAT2_P!IC8!3!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page1_i802(1)@cninterface.\854s01i\(chips)!854S01AKILF-VDD=VCC3V3!2!2!F458!PCLK(1)!!!!!!!!
S!SFPTD2_P!IC8!11!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page1_i802(1)@cninterface.\854s01i\(chips)!854S01AKILF-VDD=VCC3V3!2!2!F458!Q!!!!!!!!
S!SFPTD2_P!IC8!11!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page1_i802(0)@cninterface.\854s01i\(chips)!854S01AKILF-VDD=VCC3V3!2!2!F457!Q!!!!!!!!
S!!IC8!5!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page1_i802(1)@cninterface.\854s01i\(chips)!854S01AKILF-VDD=VCC3V3!2!2!F458!RESERVED!!!!!!!!
S!!IC8!5!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page1_i802(0)@cninterface.\854s01i\(chips)!854S01AKILF-VDD=VCC3V3!2!2!F457!RESERVED!!!!!!!!
S!MXCK_N!IC8!2!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page1_i802(0)@cninterface.\854s01i\(chips)!854S01AKILF-VDD=VCC3V3!2!2!F457!NPCLK(0)!!!!!!!!
S!MXCK_P!IC8!1!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page1_i802(0)@cninterface.\854s01i\(chips)!854S01AKILF-VDD=VCC3V3!2!2!F457!PCLK(0)!!!!!!!!
S!N00497!D12!2!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i240@oxflib.ss16fp(chips)!SS16FP!!!F32!A!!!!!!!!
S!AMC_N_PS<0>!D12!1!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i240@oxflib.ss16fp(chips)!SS16FP!!!F32!C!!!!!!!!
S!UNNAMED_1_ATMGA128_I235_PE2!R81!1!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i241@discrete.r(chips)!R-DNF,R-DNF,R!!!F201!\1\!!!!!!!!
S!AMC_N_PS<1>!R81!2!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i241@discrete.r(chips)!R-DNF,R-DNF,R!!!F201!\2\!!!!!!!!
S!N00473!R103!1!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i239@discrete.r(chips)!R-DNF,R-DNF,R!!!F200!\1\!!!!1!!!!
S!AMC_N_PS<0>!R103!2!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i239@discrete.r(chips)!R-DNF,R-DNF,R!!!F200!\2\!!!!1!!!!
S!TCK_1!J13!1!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i238@oxflib.\shf-105-01-l-d-sm\(chips)!SHF-105-01-L-D-SM!!!F36!\1\!!!!!!!!
S!GND!J13!10!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i238@oxflib.\shf-105-01-l-d-sm\(chips)!SHF-105-01-L-D-SM!!!F36!\10\!!!!!!!!
S!GND!J13!2!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i238@oxflib.\shf-105-01-l-d-sm\(chips)!SHF-105-01-L-D-SM!!!F36!\2\!!!!!!!!
S!TDO_1!J13!3!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i238@oxflib.\shf-105-01-l-d-sm\(chips)!SHF-105-01-L-D-SM!!!F36!\3\!!!!!!!!
S!MP3V3!J13!4!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i238@oxflib.\shf-105-01-l-d-sm\(chips)!SHF-105-01-L-D-SM!!!F36!\4\!!!!!!!!
S!TMS_1!J13!5!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i238@oxflib.\shf-105-01-l-d-sm\(chips)!SHF-105-01-L-D-SM!!!F36!\5\!!!!!!!!
S!UNNAMED_1_RSMD0603_I242_A!J13!6!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i238@oxflib.\shf-105-01-l-d-sm\(chips)!SHF-105-01-L-D-SM!!!F36!\6\!!!!!!!!
S!!J13!7!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i238@oxflib.\shf-105-01-l-d-sm\(chips)!SHF-105-01-L-D-SM!!!F36!\7\!!!!!!!!
S!!J13!8!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i238@oxflib.\shf-105-01-l-d-sm\(chips)!SHF-105-01-L-D-SM!!!F36!\8\!!!!!!!!
S!TDI_1!J13!9!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i238@oxflib.\shf-105-01-l-d-sm\(chips)!SHF-105-01-L-D-SM!!!F36!\9\!!!!!!!!
S!MP3V3!F2!1!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_6p@mtca_interface_board_reocc.\07_ backplane interface\(sch_1):page2_i52@oxflib.\sf-0603fp015f-2\(chips)!SF-0603FP015F-2!!!F41!\1\!!!!!!!!
S!MP3V3_IN!F2!2!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_6p@mtca_interface_board_reocc.\07_ backplane interface\(sch_1):page2_i52@oxflib.\sf-0603fp015f-2\(chips)!SF-0603FP015F-2!!!F41!\2\!!!!!!!!
S!UNNAMED_4_PTH08T210W_I137_SENSP!R69!1!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_1p@mtca_interface_board_reocc.\02_ power\(sch_1):page4_i148@cnpassive.rsmd0603(chips)!RSMD0603_1/10W-1,1%!1!!F51!A(0)!!!!!!!!
S!P2V5!R69!2!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_1p@mtca_interface_board_reocc.\02_ power\(sch_1):page4_i148@cnpassive.rsmd0603(chips)!RSMD0603_1/10W-1,1%!1!!F51!B(0)!!!!!!!!
S!UNNAMED_1_RSMD0603_I144_B!R84!1!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_1p@mtca_interface_board_reocc.\02_ power\(sch_1):page1_i148@cnpassive.rsmd0603(chips)!RSMD0603_1/10W-1,1%!1!!F50!A(0)!!!!!!!!
S!VCC3V3!R84!2!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_1p@mtca_interface_board_reocc.\02_ power\(sch_1):page1_i148@cnpassive.rsmd0603(chips)!RSMD0603_1/10W-1,1%!1!!F50!B(0)!!!!!!!!
S!VP12!F1!1!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_6p@mtca_interface_board_reocc.\07_ backplane interface\(sch_1):page2_i51@oxflib.\sf-0603s300-2\(chips)!SF-0603S300-2!!!F40!\1\!!!!!!!!
S!12V_IN!F1!2!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_6p@mtca_interface_board_reocc.\07_ backplane interface\(sch_1):page2_i51@oxflib.\sf-0603s300-2\(chips)!SF-0603S300-2!!!F40!\2\!!!!!!!!
S!VP12!SK1!1!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_1p@mtca_interface_board_reocc.\02_ power\(sch_1):page1_i203@oxflib.kkcon3(chips)!KKCON3_STR-MOLEX!1!!F239!A1(0)!!!!!!!!
S!GND!SK1!3!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_1p@mtca_interface_board_reocc.\02_ power\(sch_1):page1_i203@oxflib.kkcon3(chips)!KKCON3_STR-MOLEX!1!!F239!A2(0)!!!!!!!!
S!MP3V3!SK1!2!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_1p@mtca_interface_board_reocc.\02_ power\(sch_1):page1_i203@oxflib.kkcon3(chips)!KKCON3_STR-MOLEX!1!!F239!B1(0)!!!!!!!!
S!GND!PL1!1!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i236@oxflib.header2x1(chips)!HEADER2X1_STR-HARWIN!1!!F252!A(0)!!!!!!!!
S!UNNAMED_1_INV1CHOD_171P_A!PL1!2!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i236@oxflib.header2x1(chips)!HEADER2X1_STR-HARWIN!1!!F252!B(0)!!!!!!!!
S!DATA_SELECT_P2V5!IC7!3!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page1_i803@cninterface.\74avc1t45\(chips)!SN74AVC1T45DCK!!!F33!A!!!!!!!!
S!DIFF_CLK_SELECT!IC7!4!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page1_i803@cninterface.\74avc1t45\(chips)!SN74AVC1T45DCK!!!F33!B!!!!!!!!
S!P2V5!IC7!5!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page1_i803@cninterface.\74avc1t45\(chips)!SN74AVC1T45DCK!!!F33!DIR!!!!!!!!
S!GND!IC7!2!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page1_i803@cninterface.\74avc1t45\(chips)!SN74AVC1T45DCK!!!F33!GND!!!!!!!!
S!P2V5!IC7!1!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page1_i803@cninterface.\74avc1t45\(chips)!SN74AVC1T45DCK!!!F33!VCCA!!!!!!!!
S!VCC3V3!IC7!6!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_2p@mtca_interface_board_reocc.\08_ timing\(sch_1):page1_i803@cninterface.\74avc1t45\(chips)!SN74AVC1T45DCK!!!F33!VCCB!!!!!!!!
S!N00455!U4!62!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i235@ocad_parts_lib.atmga128(chips)!ATMGA128_TQFP-ATMEGA128A-AU,ATB!!!F440!AREF!!!!!!!!
S!N00455!U4!64!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i235@ocad_parts_lib.atmga128(chips)!ATMGA128_TQFP-ATMEGA128A-AU,ATB!!!F440!AVCC!!!!!!!!
S!GND!U4!22!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i235@ocad_parts_lib.atmga128(chips)!ATMGA128_TQFP-ATMEGA128A-AU,ATB!!!F440!GND1!!!!!!!!
S!GND!U4!53!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i235@ocad_parts_lib.atmga128(chips)!ATMGA128_TQFP-ATMEGA128A-AU,ATB!!!F440!GND2!!!!!!!!
S!GND!U4!63!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i235@ocad_parts_lib.atmga128(chips)!ATMGA128_TQFP-ATMEGA128A-AU,ATB!!!F440!GND3!!!!!!!!
S!DCDC_3V3_PG!U4!51!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i235@ocad_parts_lib.atmga128(chips)!ATMGA128_TQFP-ATMEGA128A-AU,ATB!!!F440!PA0!!!!!!!!
S!!U4!50!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i235@ocad_parts_lib.atmga128(chips)!ATMGA128_TQFP-ATMEGA128A-AU,ATB!!!F440!PA1!!!!!!!!
S!RTM_PS!U4!49!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i235@ocad_parts_lib.atmga128(chips)!ATMGA128_TQFP-ATMEGA128A-AU,ATB!!!F440!PA2!!!!!!!!
S!!U4!48!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i235@ocad_parts_lib.atmga128(chips)!ATMGA128_TQFP-ATMEGA128A-AU,ATB!!!F440!PA3!!!!!!!!
S!!U4!47!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i235@ocad_parts_lib.atmga128(chips)!ATMGA128_TQFP-ATMEGA128A-AU,ATB!!!F440!PA4!!!!!!!!
S!!U4!46!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i235@ocad_parts_lib.atmga128(chips)!ATMGA128_TQFP-ATMEGA128A-AU,ATB!!!F440!PA5!!!!!!!!
S!!U4!45!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i235@ocad_parts_lib.atmga128(chips)!ATMGA128_TQFP-ATMEGA128A-AU,ATB!!!F440!PA6!!!!!!!!
S!!U4!44!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i235@ocad_parts_lib.atmga128(chips)!ATMGA128_TQFP-ATMEGA128A-AU,ATB!!!F440!PA7!!!!!!!!
S!N00481!U4!10!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i235@ocad_parts_lib.atmga128(chips)!ATMGA128_TQFP-ATMEGA128A-AU,ATB!!!F440!PB0!!!!!!!!
S!AMC_GA<0>!U4!11!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i235@ocad_parts_lib.atmga128(chips)!ATMGA128_TQFP-ATMEGA128A-AU,ATB!!!F440!PB1!!!!!!!!
S!AMC_GA<1>!U4!12!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i235@ocad_parts_lib.atmga128(chips)!ATMGA128_TQFP-ATMEGA128A-AU,ATB!!!F440!PB2!!!!!!!!
S!AMC_GA<2>!U4!13!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i235@ocad_parts_lib.atmga128(chips)!ATMGA128_TQFP-ATMEGA128A-AU,ATB!!!F440!PB3!!!!!!!!
S!!U4!14!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i235@ocad_parts_lib.atmga128(chips)!ATMGA128_TQFP-ATMEGA128A-AU,ATB!!!F440!PB4!!!!!!!!
S!RED_LED!U4!15!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i235@ocad_parts_lib.atmga128(chips)!ATMGA128_TQFP-ATMEGA128A-AU,ATB!!!F440!PB5!!!!!!!!
S!GREEN_LED!U4!16!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i235@ocad_parts_lib.atmga128(chips)!ATMGA128_TQFP-ATMEGA128A-AU,ATB!!!F440!PB6!!!!!!!!
S!BLUE_LED!U4!17!@mtca_interface_board_reocc.top_mib_v3(sch_1):page2_5p@mtca_interface_board_reocc.\01_ module management ctrl\(sch_1):page1_i235@ocad_parts_lib.atmga128(chips)!ATMGA128_TQFP-ATMEGA128A-AU,ATB!!!F440!PB7!!!!!!!!
